Gene,Non-unique Gene name,Annotation,GCA_053309155.1,GCA_053309175.1,GCA_053309195.1,GCA_053309215.1,GCA_054952405.1,GCA_054952445.1,GCA_054952645.1,GCA_055485485.1,GCA_055485515.1,GCA_055721525.1,GCA_055721545.1,GCA_055721565.1,GCA_055721585.1,GCA_055721605.1,GCA_055721625.1,GCA_055721645.1,GCA_055721665.1,GCA_055721685.1,GCA_055721705.1,GCA_060056565.1,GCA_060056645.1
phoE,phoE,Outer membrane porin PhoE,PGEOLOLO_00856,MKEIHBDH_02258,AEDCGGIJ_00944,FPEEIIMM_01008,DEGACDFD_00906,MHALECEH_02827,OGHMHICF_02260,JLBILKMH_04251,MCHNEBJF_04254,HOLFJHIJ_02974,ALMEEEHM_03845,BFKKNDMN_04631,BOEGCKIF_02935,AONLONOO_02815,KAONMONA_02485,JBBCKIFO_02065,PCAPKKMB_01043,PJHHOHPP_02975,EGDJDACD_04963,DOCONFGL_00241,PNJFOIHC_01038
group_647,,hypothetical protein,PGEOLOLO_03866,MKEIHBDH_04342,AEDCGGIJ_04156,FPEEIIMM_03966,DEGACDFD_03947,MHALECEH_00767,OGHMHICF_00198,JLBILKMH_01069,MCHNEBJF_01069,HOLFJHIJ_00971,ALMEEEHM_00739,BFKKNDMN_01619,BOEGCKIF_00923,AONLONOO_04822,KAONMONA_00387,JBBCKIFO_04138,PCAPKKMB_04032,PJHHOHPP_00931,EGDJDACD_02012,DOCONFGL_02338,PNJFOIHC_04151
cbiG,cbiG,Cobalt-precorrin-5A hydrolase,PGEOLOLO_03943,MKEIHBDH_04260,AEDCGGIJ_04221,FPEEIIMM_04031,DEGACDFD_04013,MHALECEH_00845,OGHMHICF_00276,JLBILKMH_01004,MCHNEBJF_01004,HOLFJHIJ_01036,ALMEEEHM_00660,BFKKNDMN_01541,BOEGCKIF_01002,AONLONOO_04745,KAONMONA_00470,JBBCKIFO_04060,PCAPKKMB_04108,PJHHOHPP_00996,EGDJDACD_01917,DOCONFGL_02271,PNJFOIHC_04216
cobT_2,cobT_2,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,PGEOLOLO_03932,MKEIHBDH_04271,AEDCGGIJ_04210,FPEEIIMM_04020,DEGACDFD_04002,MHALECEH_00834,OGHMHICF_00265,JLBILKMH_01015,MCHNEBJF_01015,HOLFJHIJ_01025,ALMEEEHM_00671,BFKKNDMN_01552,BOEGCKIF_00991,AONLONOO_04756,KAONMONA_00459,JBBCKIFO_04071,PCAPKKMB_04097,PJHHOHPP_00985,EGDJDACD_01928,DOCONFGL_02282,PNJFOIHC_04205
dinB,dinB,DNA polymerase IV,PGEOLOLO_00821,MKEIHBDH_02316,AEDCGGIJ_00901,FPEEIIMM_00970,DEGACDFD_00870,MHALECEH_02769,OGHMHICF_02224,JLBILKMH_04293,MCHNEBJF_04298,HOLFJHIJ_02929,ALMEEEHM_03880,BFKKNDMN_04666,BOEGCKIF_02900,AONLONOO_02850,KAONMONA_02428,JBBCKIFO_02123,PCAPKKMB_00997,PJHHOHPP_02932,EGDJDACD_05008,DOCONFGL_00283,PNJFOIHC_00996
ada_2,ada_2,Bifunctional transcriptional activator/DNA repair enzyme Ada,PGEOLOLO_04744,MKEIHBDH_03447,AEDCGGIJ_04994,FPEEIIMM_04823,DEGACDFD_04803,MHALECEH_01682,OGHMHICF_01083,JLBILKMH_00120,MCHNEBJF_00120,HOLFJHIJ_01839,ALMEEEHM_04990,BFKKNDMN_00738,BOEGCKIF_01812,AONLONOO_03950,KAONMONA_01290,JBBCKIFO_03219,PCAPKKMB_04935,PJHHOHPP_01768,EGDJDACD_01104,DOCONFGL_01392,PNJFOIHC_05096
mutY,mutY,Adenine DNA glycosylase,PGEOLOLO_04135,MKEIHBDH_04057,AEDCGGIJ_04410,FPEEIIMM_04239,DEGACDFD_04202,MHALECEH_01040,OGHMHICF_00506,JLBILKMH_00804,MCHNEBJF_00804,HOLFJHIJ_01225,ALMEEEHM_00467,BFKKNDMN_01349,BOEGCKIF_01195,AONLONOO_04563,KAONMONA_00672,JBBCKIFO_03864,PCAPKKMB_04309,PJHHOHPP_01187,EGDJDACD_01711,DOCONFGL_02070,PNJFOIHC_04417
recA,recA,Protein RecA,PGEOLOLO_03780,MKEIHBDH_04442,AEDCGGIJ_04070,FPEEIIMM_03864,DEGACDFD_03861,MHALECEH_00675,OGHMHICF_00112,JLBILKMH_01155,MCHNEBJF_01155,HOLFJHIJ_00884,ALMEEEHM_00826,BFKKNDMN_01705,BOEGCKIF_00837,AONLONOO_04908,KAONMONA_00288,JBBCKIFO_04230,PCAPKKMB_03945,PJHHOHPP_00845,EGDJDACD_02099,DOCONFGL_02424,PNJFOIHC_04065
yeeA,yeeA,Inner membrane protein YeeA,PGEOLOLO_03149,MKEIHBDH_05065,AEDCGGIJ_03357,FPEEIIMM_03316,DEGACDFD_03292,MHALECEH_00069,OGHMHICF_04576,JLBILKMH_01771,MCHNEBJF_01770,HOLFJHIJ_00282,ALMEEEHM_01444,BFKKNDMN_02340,BOEGCKIF_00196,AONLONOO_00537,KAONMONA_04776,JBBCKIFO_04782,PCAPKKMB_03353,PJHHOHPP_00131,EGDJDACD_02648,DOCONFGL_03109,PNJFOIHC_03416
gntR_1,gntR_1,HTH-type transcriptional regulator GntR,PGEOLOLO_02337,MKEIHBDH_00696,AEDCGGIJ_02496,FPEEIIMM_02540,DEGACDFD_02434,MHALECEH_04574,OGHMHICF_03798,JLBILKMH_02535,MCHNEBJF_02535,HOLFJHIJ_04628,ALMEEEHM_02359,BFKKNDMN_03155,BOEGCKIF_04425,AONLONOO_01335,KAONMONA_04057,JBBCKIFO_00562,PCAPKKMB_02576,PJHHOHPP_04532,EGDJDACD_03434,DOCONFGL_03850,PNJFOIHC_02646
zipA,zipA,Cell division protein ZipA,PGEOLOLO_03441,MKEIHBDH_04693,AEDCGGIJ_03676,FPEEIIMM_03610,DEGACDFD_03586,MHALECEH_00361,OGHMHICF_04862,JLBILKMH_01482,MCHNEBJF_01482,HOLFJHIJ_00626,ALMEEEHM_01104,BFKKNDMN_02045,BOEGCKIF_00493,AONLONOO_00241,KAONMONA_00032,JBBCKIFO_04484,PCAPKKMB_03699,PJHHOHPP_00450,EGDJDACD_02355,DOCONFGL_02810,PNJFOIHC_03711
hisC_2,hisC_2,Histidinol-phosphate aminotransferase,PGEOLOLO_03160,MKEIHBDH_05051,AEDCGGIJ_03369,FPEEIIMM_03327,DEGACDFD_03304,MHALECEH_00080,OGHMHICF_04587,JLBILKMH_01759,MCHNEBJF_01758,HOLFJHIJ_00294,ALMEEEHM_01432,BFKKNDMN_02328,BOEGCKIF_00207,AONLONOO_00526,KAONMONA_04790,JBBCKIFO_04771,PCAPKKMB_03364,PJHHOHPP_00143,EGDJDACD_02637,DOCONFGL_03095,PNJFOIHC_03428
yncE_2,yncE_2,putative protein YncE,PGEOLOLO_02498,MKEIHBDH_00534,AEDCGGIJ_02663,FPEEIIMM_02697,DEGACDFD_02595,MHALECEH_04406,OGHMHICF_03965,JLBILKMH_02367,MCHNEBJF_02367,HOLFJHIJ_04787,ALMEEEHM_02520,BFKKNDMN_02992,BOEGCKIF_04585,AONLONOO_01173,KAONMONA_04218,JBBCKIFO_00397,PCAPKKMB_02741,PJHHOHPP_04699,EGDJDACD_03279,DOCONFGL_03680,PNJFOIHC_02814
zapE_1,zapE_1,Cell division protein ZapE,PGEOLOLO_02406,MKEIHBDH_00628,AEDCGGIJ_02568,FPEEIIMM_02616,DEGACDFD_02507,MHALECEH_04502,OGHMHICF_03874,JLBILKMH_02462,MCHNEBJF_02462,9_refound_81_pseudo,ALMEEEHM_02427,BFKKNDMN_03085,BOEGCKIF_04493,AONLONOO_01267,KAONMONA_04125,JBBCKIFO_00491,PCAPKKMB_02652,PJHHOHPP_04604,EGDJDACD_03364,DOCONFGL_03777,PNJFOIHC_02719
group_631,,hypothetical protein,PGEOLOLO_01941,MKEIHBDH_01081,AEDCGGIJ_02120,FPEEIIMM_02172,DEGACDFD_02039,MHALECEH_03996,OGHMHICF_03398,JLBILKMH_02979,MCHNEBJF_02982,HOLFJHIJ_04193,ALMEEEHM_02753,BFKKNDMN_03551,BOEGCKIF_04026,AONLONOO_01732,KAONMONA_03668,JBBCKIFO_00968,PCAPKKMB_02197,PJHHOHPP_04152,EGDJDACD_03852,DOCONFGL_04299,PNJFOIHC_02192
glmS_1,glmS_1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],PGEOLOLO_00533,MKEIHBDH_02615,AEDCGGIJ_00616,FPEEIIMM_00672,DEGACDFD_00581,MHALECEH_02480,OGHMHICF_01921,JLBILKMH_04597,MCHNEBJF_04602,HOLFJHIJ_02629,ALMEEEHM_04171,BFKKNDMN_04954,BOEGCKIF_02612,AONLONOO_03141,KAONMONA_02131,JBBCKIFO_02415,PCAPKKMB_00696,PJHHOHPP_02647,EGDJDACD_00262,DOCONFGL_00584,PNJFOIHC_00694
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,PGEOLOLO_00291,MKEIHBDH_02889,AEDCGGIJ_00353,FPEEIIMM_00389,DEGACDFD_00290,MHALECEH_02229,OGHMHICF_01644,JLBILKMH_04845,MCHNEBJF_04850,HOLFJHIJ_02393,ALMEEEHM_04422,BFKKNDMN_00180,BOEGCKIF_02370,AONLONOO_03386,KAONMONA_01858,JBBCKIFO_02662,PCAPKKMB_00403,PJHHOHPP_02382,EGDJDACD_00539,DOCONFGL_00829,PNJFOIHC_00446
uxuA_2,uxuA_2,Mannonate dehydratase,PGEOLOLO_04356,MKEIHBDH_03835,AEDCGGIJ_04632,FPEEIIMM_04451,DEGACDFD_04429,MHALECEH_01306,OGHMHICF_00723,JLBILKMH_00512,MCHNEBJF_00512,HOLFJHIJ_01451,ALMEEEHM_00245,BFKKNDMN_01127,BOEGCKIF_01419,AONLONOO_04342,KAONMONA_00900,JBBCKIFO_03600,PCAPKKMB_04562,PJHHOHPP_01408,EGDJDACD_01474,DOCONFGL_01784,PNJFOIHC_04706
ada_1,ada_1,Bifunctional transcriptional activator/DNA repair enzyme Ada,PGEOLOLO_03317,MKEIHBDH_04899,AEDCGGIJ_03522,FPEEIIMM_03483,DEGACDFD_03462,MHALECEH_00236,OGHMHICF_04737,JLBILKMH_01607,MCHNEBJF_01607,HOLFJHIJ_00448,ALMEEEHM_01281,BFKKNDMN_02172,BOEGCKIF_00367,AONLONOO_00367,KAONMONA_04945,JBBCKIFO_04610,PCAPKKMB_03523,PJHHOHPP_00296,EGDJDACD_02481,DOCONFGL_02934,PNJFOIHC_03587
trhO,trhO,tRNA uridine(34) hydroxylase,PGEOLOLO_01661,MKEIHBDH_01332,AEDCGGIJ_01899,FPEEIIMM_01892,DEGACDFD_01748,MHALECEH_03713,OGHMHICF_03099,JLBILKMH_03356,MCHNEBJF_03359,HOLFJHIJ_03851,ALMEEEHM_03039,BFKKNDMN_03830,BOEGCKIF_03746,AONLONOO_02010,KAONMONA_03418,JBBCKIFO_01252,PCAPKKMB_01844,PJHHOHPP_03930,EGDJDACD_04141,DOCONFGL_04601,PNJFOIHC_01864
group_625,,hypothetical protein,PGEOLOLO_01201,MKEIHBDH_01840,AEDCGGIJ_01374,FPEEIIMM_01434,DEGACDFD_01293,MHALECEH_03253,OGHMHICF_02618,JLBILKMH_03892,MCHNEBJF_03895,HOLFJHIJ_03407,ALMEEEHM_03498,BFKKNDMN_04287,BOEGCKIF_03283,AONLONOO_02467,KAONMONA_02906,JBBCKIFO_01712,PCAPKKMB_01402,PJHHOHPP_03407,EGDJDACD_04601,DOCONFGL_05079,PNJFOIHC_01399
queA,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,PGEOLOLO_00932,MKEIHBDH_02182,AEDCGGIJ_01020,FPEEIIMM_01085,DEGACDFD_00985,MHALECEH_02905,OGHMHICF_02337,JLBILKMH_04175,MCHNEBJF_04178,HOLFJHIJ_03052,ALMEEEHM_03768,BFKKNDMN_04555,BOEGCKIF_03012,AONLONOO_02739,KAONMONA_02561,JBBCKIFO_01987,PCAPKKMB_01120,PJHHOHPP_03052,EGDJDACD_04885,DOCONFGL_00165,PNJFOIHC_01115
group_624,,hypothetical protein,PGEOLOLO_00488,MKEIHBDH_02667,AEDCGGIJ_00571,FPEEIIMM_00622,DEGACDFD_00536,MHALECEH_02429,OGHMHICF_01869,JLBILKMH_04648,MCHNEBJF_04653,HOLFJHIJ_02582,ALMEEEHM_04218,BFKKNDMN_04999,BOEGCKIF_02567,AONLONOO_03186,KAONMONA_02079,JBBCKIFO_02464,PCAPKKMB_00644,PJHHOHPP_02601,EGDJDACD_00309,DOCONFGL_00634,PNJFOIHC_00644
ulaG,ulaG,putative L-ascorbate-6-phosphate lactonase UlaG,PGEOLOLO_00318,MKEIHBDH_02861,AEDCGGIJ_00381,FPEEIIMM_00416,DEGACDFD_00317,MHALECEH_02256,OGHMHICF_01671,JLBILKMH_04818,MCHNEBJF_04823,HOLFJHIJ_02420,ALMEEEHM_04395,BFKKNDMN_00153,BOEGCKIF_02397,AONLONOO_03359,KAONMONA_01886,JBBCKIFO_02633,PCAPKKMB_00430,PJHHOHPP_02410,EGDJDACD_00511,DOCONFGL_00802,PNJFOIHC_00473
phnI,phnI,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI,PGEOLOLO_00234,MKEIHBDH_02949,AEDCGGIJ_00292,FPEEIIMM_00333,DEGACDFD_00232,MHALECEH_02172,OGHMHICF_01586,JLBILKMH_04905,MCHNEBJF_04910,HOLFJHIJ_02336,ALMEEEHM_04480,BFKKNDMN_00237,BOEGCKIF_02313,AONLONOO_03443,KAONMONA_01796,JBBCKIFO_02720,PCAPKKMB_00341,PJHHOHPP_02321,EGDJDACD_00599,DOCONFGL_00889,PNJFOIHC_00386
hemE,hemE,Uroporphyrinogen decarboxylase,PGEOLOLO_00122,MKEIHBDH_03064,AEDCGGIJ_00122,FPEEIIMM_00212,DEGACDFD_00122,MHALECEH_02059,OGHMHICF_01474,JLBILKMH_05025,MCHNEBJF_05030,HOLFJHIJ_02222,ALMEEEHM_04593,BFKKNDMN_00350,BOEGCKIF_02200,AONLONOO_03558,KAONMONA_01677,JBBCKIFO_02836,PCAPKKMB_00221,PJHHOHPP_02151,EGDJDACD_00715,DOCONFGL_01009,PNJFOIHC_00266
proW,proW,Glycine betaine/proline betaine transport system permease protein ProW,PGEOLOLO_03758,MKEIHBDH_04464,AEDCGGIJ_04048,FPEEIIMM_03842,DEGACDFD_03839,MHALECEH_00653,OGHMHICF_00089,JLBILKMH_01177,MCHNEBJF_01177,HOLFJHIJ_00861,ALMEEEHM_00848,BFKKNDMN_01727,BOEGCKIF_00815,AONLONOO_04930,KAONMONA_00266,JBBCKIFO_04252,PCAPKKMB_03923,PJHHOHPP_00823,EGDJDACD_02121,DOCONFGL_02446,PNJFOIHC_04043
hisB,hisB,Histidine biosynthesis bifunctional protein HisB,PGEOLOLO_03161,MKEIHBDH_05050,AEDCGGIJ_03370,FPEEIIMM_03328,DEGACDFD_03305,MHALECEH_00081,OGHMHICF_04588,JLBILKMH_01758,MCHNEBJF_01757,HOLFJHIJ_00295,ALMEEEHM_01431,BFKKNDMN_02327,BOEGCKIF_00208,AONLONOO_00525,KAONMONA_04791,JBBCKIFO_04770,PCAPKKMB_03365,PJHHOHPP_00144,EGDJDACD_02636,DOCONFGL_03094,PNJFOIHC_03429
cobT_1,cobT_1,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,PGEOLOLO_03146,MKEIHBDH_05068,AEDCGGIJ_03354,FPEEIIMM_03313,DEGACDFD_03289,MHALECEH_00066,OGHMHICF_04573,JLBILKMH_01774,MCHNEBJF_01773,HOLFJHIJ_00279,ALMEEEHM_01447,BFKKNDMN_02343,BOEGCKIF_00193,AONLONOO_00540,KAONMONA_04773,JBBCKIFO_04785,PCAPKKMB_03350,PJHHOHPP_00128,EGDJDACD_02651,DOCONFGL_03112,PNJFOIHC_03413
purK,purK,N5-carboxyaminoimidazole ribonucleotide synthase,PGEOLOLO_01052,MKEIHBDH_02061,AEDCGGIJ_01143,FPEEIIMM_01206,DEGACDFD_01128,MHALECEH_03028,OGHMHICF_02460,JLBILKMH_04054,MCHNEBJF_04057,HOLFJHIJ_03172,ALMEEEHM_03646,BFKKNDMN_04435,BOEGCKIF_03133,AONLONOO_02617,KAONMONA_02683,JBBCKIFO_01864,PCAPKKMB_01243,PJHHOHPP_03174,EGDJDACD_04763,DOCONFGL_00044,PNJFOIHC_01236
group_621,,hypothetical protein,PGEOLOLO_00474,MKEIHBDH_02692,AEDCGGIJ_00556,FPEEIIMM_00597,DEGACDFD_00523,MHALECEH_02415,OGHMHICF_01855,JLBILKMH_04661,MCHNEBJF_04666,HOLFJHIJ_02564,ALMEEEHM_04232,BFKKNDMN_05013,BOEGCKIF_02553,AONLONOO_03200,KAONMONA_02053,JBBCKIFO_02479,PCAPKKMB_00626,PJHHOHPP_02587,EGDJDACD_00335,DOCONFGL_00647,PNJFOIHC_00631
rffG_1,rffG_1,dTDP-glucose 46-dehydratase 2,PGEOLOLO_00032,MKEIHBDH_03154,AEDCGGIJ_00032,FPEEIIMM_00122,DEGACDFD_00032,MHALECEH_01969,OGHMHICF_01382,JLBILKMH_05116,MCHNEBJF_05121,HOLFJHIJ_02125,ALMEEEHM_04684,BFKKNDMN_00440,BOEGCKIF_02109,AONLONOO_03648,KAONMONA_01587,JBBCKIFO_02930,PCAPKKMB_00131,PJHHOHPP_02061,EGDJDACD_00805,DOCONFGL_01100,PNJFOIHC_00176
aroF,aroF,Phospho-2-dehydro-3-deoxyheptonate aldolase Tyr-sensitive,PGEOLOLO_03691,MKEIHBDH_04526,AEDCGGIJ_03916,FPEEIIMM_03775,DEGACDFD_03751,MHALECEH_00527,OGHMHICF_00013,JLBILKMH_01262,MCHNEBJF_01262,HOLFJHIJ_00787,ALMEEEHM_00915,BFKKNDMN_01794,BOEGCKIF_00748,AONLONOO_04998,KAONMONA_00199,JBBCKIFO_04319,PCAPKKMB_03860,PJHHOHPP_00691,EGDJDACD_02189,DOCONFGL_02589,PNJFOIHC_03931
dadX,dadX,Alanine racemase catabolic,PGEOLOLO_02918,MKEIHBDH_00146,AEDCGGIJ_03070,FPEEIIMM_03081,DEGACDFD_02996,MHALECEH_05736,OGHMHICF_04371,JLBILKMH_01967,MCHNEBJF_01967,HOLFJHIJ_00029,ALMEEEHM_01777,BFKKNDMN_02571,BOEGCKIF_05006,AONLONOO_00814,KAONMONA_04609,JBBCKIFO_05027,PCAPKKMB_03143,PJHHOHPP_05107,EGDJDACD_02855,DOCONFGL_03307,PNJFOIHC_03219
paaE,paaE,12-phenylacetyl-CoA epoxidase subunit E,PGEOLOLO_02041,MKEIHBDH_00986,AEDCGGIJ_02224,FPEEIIMM_02260,DEGACDFD_02152,MHALECEH_04099,OGHMHICF_03503,JLBILKMH_02829,MCHNEBJF_02831,HOLFJHIJ_04339,ALMEEEHM_02063,BFKKNDMN_03451,BOEGCKIF_04127,AONLONOO_01632,KAONMONA_03762,JBBCKIFO_00865,PCAPKKMB_02297,PJHHOHPP_04259,EGDJDACD_03755,DOCONFGL_04146,PNJFOIHC_02346
ompA_1,ompA_1,Outer membrane protein A,PGEOLOLO_01566,MKEIHBDH_01418,AEDCGGIJ_01775,FPEEIIMM_01798,DEGACDFD_01655,MHALECEH_03621,OGHMHICF_02998,JLBILKMH_03486,MCHNEBJF_03489,HOLFJHIJ_03773,ALMEEEHM_03134,BFKKNDMN_03925,BOEGCKIF_03651,AONLONOO_02105,KAONMONA_03331,JBBCKIFO_01343,PCAPKKMB_01764,PJHHOHPP_03805,EGDJDACD_04222,DOCONFGL_04677,PNJFOIHC_01788
lacI_1,lacI_1,Lactose operon repressor,PGEOLOLO_01010,MKEIHBDH_02103,AEDCGGIJ_01100,FPEEIIMM_01164,DEGACDFD_01066,MHALECEH_02985,OGHMHICF_02417,JLBILKMH_04097,MCHNEBJF_04100,HOLFJHIJ_03130,ALMEEEHM_03689,BFKKNDMN_04477,BOEGCKIF_03091,AONLONOO_02659,KAONMONA_02640,JBBCKIFO_01908,PCAPKKMB_01199,PJHHOHPP_03131,EGDJDACD_04806,DOCONFGL_00087,PNJFOIHC_01193
recF,recF,DNA replication and repair protein RecF,PGEOLOLO_04858,MKEIHBDH_03331,AEDCGGIJ_05111,FPEEIIMM_04950,DEGACDFD_04921,MHALECEH_01797,OGHMHICF_01201,JLBILKMH_00003,MCHNEBJF_00003,HOLFJHIJ_01957,ALMEEEHM_04872,BFKKNDMN_00624,BOEGCKIF_01927,AONLONOO_03834,KAONMONA_01409,JBBCKIFO_03102,PCAPKKMB_05058,PJHHOHPP_01884,EGDJDACD_00984,DOCONFGL_01276,PNJFOIHC_05257
group_612,,hypothetical protein,PGEOLOLO_00561,MKEIHBDH_02587,AEDCGGIJ_00643,FPEEIIMM_00700,DEGACDFD_00609,MHALECEH_02508,OGHMHICF_01949,JLBILKMH_04569,MCHNEBJF_04574,HOLFJHIJ_02657,ALMEEEHM_04143,BFKKNDMN_04926,BOEGCKIF_02640,AONLONOO_03111,KAONMONA_02159,JBBCKIFO_02384,PCAPKKMB_00724,PJHHOHPP_02674,EGDJDACD_00234,DOCONFGL_00556,PNJFOIHC_00722
cobD_2,cobD_2,Threonine-phosphate decarboxylase,PGEOLOLO_03975,MKEIHBDH_04229,AEDCGGIJ_04252,FPEEIIMM_04062,DEGACDFD_04044,MHALECEH_00876,OGHMHICF_00309,JLBILKMH_00973,MCHNEBJF_00973,HOLFJHIJ_01067,ALMEEEHM_00628,BFKKNDMN_01510,BOEGCKIF_01033,AONLONOO_04714,KAONMONA_00501,JBBCKIFO_04029,PCAPKKMB_04139,PJHHOHPP_01027,EGDJDACD_01886,DOCONFGL_02240,PNJFOIHC_04247
wecF,wecF,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,PGEOLOLO_00037,MKEIHBDH_03149,AEDCGGIJ_00037,FPEEIIMM_00127,DEGACDFD_00037,MHALECEH_01974,OGHMHICF_01387,JLBILKMH_05111,MCHNEBJF_05116,HOLFJHIJ_02130,ALMEEEHM_04679,BFKKNDMN_00435,BOEGCKIF_02114,AONLONOO_03643,KAONMONA_01592,JBBCKIFO_02925,PCAPKKMB_00136,PJHHOHPP_02066,EGDJDACD_00800,DOCONFGL_01095,PNJFOIHC_00181
group_597,,hypothetical protein,PGEOLOLO_04718,MKEIHBDH_03472,AEDCGGIJ_04969,FPEEIIMM_04797,DEGACDFD_04778,MHALECEH_01656,OGHMHICF_01057,JLBILKMH_00146,MCHNEBJF_00146,HOLFJHIJ_01814,ALMEEEHM_05015,BFKKNDMN_00763,BOEGCKIF_01787,AONLONOO_03975,KAONMONA_01266,JBBCKIFO_03245,PCAPKKMB_04911,PJHHOHPP_01743,EGDJDACD_01129,DOCONFGL_01418,PNJFOIHC_05070
fbaA,fbaA,Fructose-bisphosphate aldolase class 2,PGEOLOLO_04107,MKEIHBDH_04099,AEDCGGIJ_04385,FPEEIIMM_04194,DEGACDFD_04174,MHALECEH_01012,OGHMHICF_00481,JLBILKMH_00846,MCHNEBJF_00846,HOLFJHIJ_01197,ALMEEEHM_00495,BFKKNDMN_01377,BOEGCKIF_01167,AONLONOO_04591,KAONMONA_00631,JBBCKIFO_03892,PCAPKKMB_04268,PJHHOHPP_01162,EGDJDACD_01753,DOCONFGL_02112,PNJFOIHC_04375
mltB,mltB,Membrane-bound lytic murein transglycosylase B,PGEOLOLO_03786,MKEIHBDH_04436,AEDCGGIJ_04076,FPEEIIMM_03871,DEGACDFD_03867,MHALECEH_00681,OGHMHICF_00118,JLBILKMH_01149,MCHNEBJF_01149,HOLFJHIJ_00890,ALMEEEHM_00820,BFKKNDMN_01699,BOEGCKIF_00843,AONLONOO_04902,KAONMONA_00294,JBBCKIFO_04224,PCAPKKMB_03951,PJHHOHPP_00851,EGDJDACD_02093,DOCONFGL_02418,PNJFOIHC_04071
hcxB,hcxB,Hydroxycarboxylate dehydrogenase B,PGEOLOLO_02700,MKEIHBDH_00354,AEDCGGIJ_02855,FPEEIIMM_02876,DEGACDFD_02784,MHALECEH_04829,OGHMHICF_04168,JLBILKMH_02184,MCHNEBJF_02184,HOLFJHIJ_04972,ALMEEEHM_01994,BFKKNDMN_02789,BOEGCKIF_04788,AONLONOO_01029,KAONMONA_04397,JBBCKIFO_00189,PCAPKKMB_02925,PJHHOHPP_04891,EGDJDACD_03087,DOCONFGL_03498,PNJFOIHC_02996
mdtA_1,mdtA_1,Multidrug resistance protein MdtA,PGEOLOLO_01134,MKEIHBDH_01900,AEDCGGIJ_01307,FPEEIIMM_01362,DEGACDFD_01223,MHALECEH_03187,OGHMHICF_02549,JLBILKMH_03954,MCHNEBJF_03957,HOLFJHIJ_03330,ALMEEEHM_03564,BFKKNDMN_04353,BOEGCKIF_03216,AONLONOO_02533,KAONMONA_02845,JBBCKIFO_01779,PCAPKKMB_01336,PJHHOHPP_03339,EGDJDACD_04661,DOCONFGL_05141,PNJFOIHC_01335
alr,alr,Alanine racemase biosynthetic,PGEOLOLO_00177,MKEIHBDH_03006,AEDCGGIJ_00235,FPEEIIMM_00274,DEGACDFD_00177,MHALECEH_02114,OGHMHICF_01529,JLBILKMH_04962,MCHNEBJF_04967,HOLFJHIJ_02277,ALMEEEHM_04537,BFKKNDMN_00294,BOEGCKIF_02255,AONLONOO_03503,KAONMONA_01739,JBBCKIFO_02779,PCAPKKMB_00283,PJHHOHPP_02264,EGDJDACD_00656,DOCONFGL_00946,PNJFOIHC_00329
prfA,prfA,Peptide chain release factor RF1,PGEOLOLO_02852,MKEIHBDH_00206,AEDCGGIJ_03010,FPEEIIMM_03023,DEGACDFD_02933,MHALECEH_04978,OGHMHICF_04323,JLBILKMH_02036,MCHNEBJF_02036,HOLFJHIJ_05120,ALMEEEHM_01843,BFKKNDMN_02639,BOEGCKIF_04941,AONLONOO_00880,KAONMONA_04547,JBBCKIFO_00039,PCAPKKMB_03072,PJHHOHPP_05046,EGDJDACD_02937,DOCONFGL_03351,PNJFOIHC_03148
sohB,sohB,putative protease SohB,PGEOLOLO_01905,MKEIHBDH_01118,AEDCGGIJ_02084,FPEEIIMM_02136,DEGACDFD_02001,MHALECEH_03957,OGHMHICF_03292,JLBILKMH_03053,MCHNEBJF_03056,HOLFJHIJ_04097,ALMEEEHM_02789,BFKKNDMN_03587,BOEGCKIF_03990,AONLONOO_01768,KAONMONA_03632,JBBCKIFO_01004,PCAPKKMB_02098,PJHHOHPP_04116,EGDJDACD_03888,DOCONFGL_04367,PNJFOIHC_02118
yncE_1,yncE_1,putative protein YncE,PGEOLOLO_01112,MKEIHBDH_01928,AEDCGGIJ_01284,FPEEIIMM_01335,DEGACDFD_01196,MHALECEH_03165,OGHMHICF_02527,JLBILKMH_03989,MCHNEBJF_03992,HOLFJHIJ_03303,ALMEEEHM_03586,BFKKNDMN_04375,BOEGCKIF_03194,AONLONOO_02555,KAONMONA_02817,JBBCKIFO_01801,PCAPKKMB_01309,PJHHOHPP_03316,EGDJDACD_04696,DOCONFGL_05178,PNJFOIHC_01300
hmuU_1,hmuU_1,Hemin transport system permease protein HmuU,PGEOLOLO_01091,MKEIHBDH_01950,AEDCGGIJ_01263,FPEEIIMM_01313,DEGACDFD_01177,MHALECEH_03144,OGHMHICF_02507,JLBILKMH_04008,MCHNEBJF_04011,HOLFJHIJ_03282,ALMEEEHM_03607,BFKKNDMN_04396,BOEGCKIF_03173,AONLONOO_02577,KAONMONA_02793,JBBCKIFO_01823,PCAPKKMB_01288,PJHHOHPP_03294,EGDJDACD_04717,DOCONFGL_05197,PNJFOIHC_01281
